"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL3667900";"";"None";"489.57";"0";"3.81";"BDBM158094";"CCC(CC)(Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2F)s1)C(=O)N1CCC[C@@H]1C(=O)O";"Ki";"'='";"3.57";"nM";"8.45";"";"355640";"UO_0000065";"17.25";"0.34";"4.64";"6.31";"0";"CHEMBL3887805";"Trypsin Inhibition Assay: Using a 96 well plate (#3915, Costar), a test compound (25 uL) was mixed with 20 uM fluorescence enzyme substrate (Boc-Phe-Ser-Arg-AMC, 50 uL) mixed with 200 mM Tris-HCl buffer (pH 8.0), and human trypsin (Sigma, 25 uL) was added. Using a fluorescence plate reader fmax (Molecular Devices, Inc.), the reaction rate was measured from the time-course changes at excitation wavelength 355 nm and fluorescence wavelength 460 nm.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886456";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";""
"CHEMBL3672892";"";"None";"489.57";"0";"3.86";"BDBM158152";"CCC(CC)(Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2F)s1)C(=O)NC1(C(=O)O)CCC1";"Ki";"'='";"4.67";"nM";"8.33";"";"355698";"UO_0000065";"17.02";"0.33";"4.47";"5.84";"1";"CHEMBL3887805";"Trypsin Inhibition Assay: Using a 96 well plate (#3915, Costar), a test compound (25 uL) was mixed with 20 uM fluorescence enzyme substrate (Boc-Phe-Ser-Arg-AMC, 50 uL) mixed with 200 mM Tris-HCl buffer (pH 8.0), and human trypsin (Sigma, 25 uL) was added. Using a fluorescence plate reader fmax (Molecular Devices, Inc.), the reaction rate was measured from the time-course changes at excitation wavelength 355 nm and fluorescence wavelength 460 nm.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886456";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";""
"CHEMBL2047999";"";"None";"293.35";"0";"0.34";"3";"CCNC(=O)Cn1/c(=N\C(=N)N)sc2cc(O)ccc21";"Ki";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL2051531";"Inhibition of human recombinant trypsin 1 using tosyl-GPR-pNA substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046377";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";""
"CHEMBL3979741";"";"None";"611.05";"2";"3.85";"BDBM193414";"CC(C)(Oc1ccc(C[C@H](NC(=O)CCc2ccc(OC(=O)c3ccc(NC(=N)N)cc3)cc2Cl)C(=O)O)cc1)C(=O)O";"IC50";"'='";"0.22";"nM";"9.66";"";"345611";"UO_0000065";"15.80";"0.31";"5.81";"4.80";"0";"CHEMBL3887621";"Inhibition Assay: The compound was dissolved in dimethyl sulfoxide (DMSO), and diluted to an arbitrary concentration (A). A was 100-fold diluted with a buffer (0.1 M Tris (pH 8.0), 0.15 M NaCl, 10 mM CaCl2, 0.05% Brij38) (B). The r-h trypsin was diluted with a buffer to 0.088 ug/mL, and the m-trypsin was diluted with a buffer to 1/50 (C). The dilution ratio of the m-trypsin (1/50) was set to exhibit the same activity as the 0.088 ug/mL r-h trypsin as determined by kinetic analysis. The substrate solution of a substrate for the enzyme reaction, BZiPAR, (Rhodamine Reference Substrate) was diluted with a buffer to 5 umol/L (D). B; 5 uL, C; 5 uL, and D; 10 uL were added to a 384-plate, and incubated at room temperature for 30 minutes. The fluorescent signals were detected with Ex/Em = 497/520 using Tecan Safire Fluorometer. The compound was reviewed from 2500 nM to its 3-fold value, 0.0075 nM, at 12 concentrations, and the inhibitory rate of each compound was calculated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886384";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";""
"CHEMBL3897433";"";"None";"506.58";"1";"2.36";"BDBM234251";"C=CCN(CC(=O)O)C(=O)[C@@H]1CSCN1Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2F)s1";"Ki";"'='";"0.38";"nM";"9.42";"";"408293";"UO_0000065";"18.60";"0.38";"7.06";"6.88";"0";"CHEMBL3888548";"Inhibition Assay: Using a 96 well plate (#3915, Costar), a test compound (25 μL), 400 mM Tris-HCl buffer (pH 8.0, 25 μL) and 0.5 mg/mL fluorescence enzyme substrate (Gly-Asp-Asp-Asp-Asp-Lys-β-Naphtylamide, 25 μL) were mixed, and recombinant human enteropeptidase (R&D Systems, Inc., 25 μL) was added. Using a fluorescence plate reader fmax (Molecular Devices, Inc.), the reaction rate was measured from the time-course changes at excitation wavelength 320 nm and fluorescence wavelength 405 nm. The Ki value was calculated from the concentration of the test compound, reciprocal of reaction rate, and Km value of the enzyme substrate, and by using Dixon plot.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886757";"37";"BindingDB Patent Bioactivity Data";"";"2016";"None";"";"";""
"CHEMBL328805";"";"None";"685.66";"1";"1.01";"61";"CCS(=O)(=O)CC1(C(=O)Nc2ncc(-c3ccccc3S(N)(=O)=O)cn2)CC(c2cccc(C(=N)N)c2)=NO1.O=C(O)C(F)(F)F";"Ki";"'='";"290.0";"nM";"6.54";"";"";"UO_0000065";"11.44";"0.23";"5.53";"2.96";"0";"CHEMBL824706";"Binding affinity towards trypsin obtained from human purified enzymes";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132652";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";""
"CHEMBL606949";"";"None";"680.06";"None";"None";"1";"CC(=O)N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNc1cc(Cl)nc(N)n1)B1O[C@@H]2CC3CC(C3(C)C)[C@]2(C)O1";"Ki";"'>'";"1200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL812715";"Tested for selectivity against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129866";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";""
"CHEMBL131794";"";"None";"496.73";"1";"5.84";"16";"CCCCCC(NC(=O)CCC)C(C)(C)C(=O)OC(=O)C(C)(C)C(CCCCC)NC(=O)CCC";"IC50";"'='";"18000.0";"nM";"4.75";"";"";"UO_0000065";"9.55";"0.19";"-1.10";"4.67";"0";"CHEMBL762426";"Inhibitory activity against porcine pancreatic trypsin (TRP)";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132518";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";""
"CHEMBL134440";"";"None";"368.39";"0";"1.70";"17";"O=C(CCNC(=O)c1ccccc1)OC(=O)CCNC(=O)c1ccccc1";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"15.81";"0.29";"4.12";"5.73";"0";"CHEMBL762426";"Inhibitory activity against porcine pancreatic trypsin (TRP)";"B";"BAO_0000357";"single protein format";"Bos taurus";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132518";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";""
"CHEMBL330207";"";"None";"493.59";"0";"2.68";"6";"CC(C)[C@H](NC(=O)c1cccc(C(=N)N)c1)C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL817893";"In vitro inhibition of human trypsin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134704";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";""
"CHEMBL143853";"";"None";"414.42";"0";"1.86";"13";"Cc1cnc(NCC(F)(F)c2ccccn2)c(=O)n1CC(=O)NCc1ccccn1";"Ki";"'>'";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL815470";"Inhibitory constant against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145961";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL77183";"";"None";"596.77";"1";"1.48";"42";"NCCCCNC(=O)N1CCN(C(=O)O[C@H]2CCC[C@@H](OC(=O)N3CCN(C(=O)NCCCCN)CC3)CCC2)CC1";"Ki";"'>'";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL824723";"Compound was evaluated for its inhibitory potency against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132784";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";""
"CHEMBL75453";"";"None";"410.43";"0";"1.68";"13";"N=C(N)c1cccc(OCC(=O)Nc2ccc(C(=O)N3CCCC3C(=O)O)cc2)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL817887";"In vitro inhibitory activity against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133928";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";""
"CHEMBL32686";"";"None";"432.51";"0";"0.29";"4a";"Cc1nc(N)ccc1CNC(=O)Cn1c(C)cc2c(c1=O)NCN(C1CC1)S2(=O)=O";"Ki";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"11.56";"0.23";"4.71";"3.59";"0";"CHEMBL817816";"Inhibitory activity against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136704";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL3667879";"";"None";"491.50";"0";"2.15";"BDBM158073";"N=C(N)c1ccc(OC(=O)c2ccc(CC3(C(=O)N[C@@H](CC(=O)O)C(=O)O)CCC3)s2)c(F)c1";"Ki";"'='";"0.61";"nM";"9.21";"";"300434";"UO_0000065";"18.75";"0.37";"7.06";"5.12";"0";"CHEMBL3705369";"Inhibition Assay: Using a 96 well plate (#3915, Costar), a test compound (25 μL) was mixed with 20 μM fluorescence enzyme substrate (Boc-Phe-Ser-Arg-AMC, 50 μL) mixed with 200 mM Tris-HCl buffer (pH 8.0), and human trypsin (Sigma, 25 μL) was added. Using a fluorescence plate reader fmax (Molecular Devices, Inc.), the reaction rate was measured from the time-course changes at excitation wavelength 355 nm and fluorescence wavelength 460 nm.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639122";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";""
"CHEMBL3667881";"";"None";"421.45";"0";"2.16";"BDBM158075";"CC(C)(Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2F)s1)C(=O)NCC(=O)O";"Ki";"'='";"0.42";"nM";"9.38";"";"300436";"UO_0000065";"22.25";"0.44";"7.22";"6.58";"0";"CHEMBL3705369";"Inhibition Assay: Using a 96 well plate (#3915, Costar), a test compound (25 μL) was mixed with 20 μM fluorescence enzyme substrate (Boc-Phe-Ser-Arg-AMC, 50 μL) mixed with 200 mM Tris-HCl buffer (pH 8.0), and human trypsin (Sigma, 25 μL) was added. Using a fluorescence plate reader fmax (Molecular Devices, Inc.), the reaction rate was measured from the time-course changes at excitation wavelength 355 nm and fluorescence wavelength 460 nm.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639122";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";""
"CHEMBL3947460";"";"None";"524.96";"1";"3.23";"BDBM193305";"COc1ccc(C[C@H](NC(=O)Cc2ccc(OC(=O)c3ccc(NC(=N)N)cc3)cc2Cl)C(=O)O)cc1";"IC50";"'='";"0.23";"nM";"9.64";"";"345569";"UO_0000065";"18.36";"0.36";"6.41";"5.88";"0";"CHEMBL3887621";"Inhibition Assay: The compound was dissolved in dimethyl sulfoxide (DMSO), and diluted to an arbitrary concentration (A). A was 100-fold diluted with a buffer (0.1 M Tris (pH 8.0), 0.15 M NaCl, 10 mM CaCl2, 0.05% Brij38) (B). The r-h trypsin was diluted with a buffer to 0.088 ug/mL, and the m-trypsin was diluted with a buffer to 1/50 (C). The dilution ratio of the m-trypsin (1/50) was set to exhibit the same activity as the 0.088 ug/mL r-h trypsin as determined by kinetic analysis. The substrate solution of a substrate for the enzyme reaction, BZiPAR, (Rhodamine Reference Substrate) was diluted with a buffer to 5 umol/L (D). B; 5 uL, C; 5 uL, and D; 10 uL were added to a 384-plate, and incubated at room temperature for 30 minutes. The fluorescent signals were detected with Ex/Em = 497/520 using Tecan Safire Fluorometer. The compound was reviewed from 2500 nM to its 3-fold value, 0.0075 nM, at 12 concentrations, and the inhibitory rate of each compound was calculated.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886384";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";""
"CHEMBL3667895";"";"None";"489.57";"0";"3.81";"BDBM158089";"CCC(CC)(Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2F)s1)C(=O)N1CCC[C@H]1C(=O)O";"Ki";"'='";"6.38";"nM";"8.20";"";"300450";"UO_0000065";"16.74";"0.33";"4.39";"6.13";"0";"CHEMBL3705369";"Inhibition Assay: Using a 96 well plate (#3915, Costar), a test compound (25 μL) was mixed with 20 μM fluorescence enzyme substrate (Boc-Phe-Ser-Arg-AMC, 50 μL) mixed with 200 mM Tris-HCl buffer (pH 8.0), and human trypsin (Sigma, 25 μL) was added. Using a fluorescence plate reader fmax (Molecular Devices, Inc.), the reaction rate was measured from the time-course changes at excitation wavelength 355 nm and fluorescence wavelength 460 nm.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639122";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";""
"CHEMBL3642856";"";"None";"401.38";"0";"0.75";"BDBM109582";"C/C(=C\c1ccc(C(=O)Oc2ccc(C(=N)N)cc2)o1)C(=O)N[C@@H](CO)C(=O)O";"Ki";"'='";"0.52";"nM";"9.28";"";"230077";"UO_0000065";"23.13";"0.44";"8.53";"5.28";"0";"CHEMBL3705715";"Inhibition Assay: Inhibition assay using human trysin.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638962";"37";"BindingDB Patent Bioactivity Data";"";"2013";"None";"";"";""
"CHEMBL3642878";"";"None";"445.43";"0";"1.40";"BDBM109605";"CC(Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2)o1)C(=O)N[C@H](CCC(=O)O)C(=O)O";"Ki";"'='";"0.95";"nM";"9.02";"";"230100";"UO_0000065";"20.26";"0.39";"7.62";"4.67";"0";"CHEMBL3705715";"Inhibition Assay: Inhibition assay using human trysin.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638962";"37";"BindingDB Patent Bioactivity Data";"";"2013";"None";"";"";""
"CHEMBL3642910";"";"None";"431.40";"0";"1.01";"BDBM109637";"C[C@H](Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2)o1)C(=O)N[C@@H](CC(=O)O)C(=O)O";"Ki";"'='";"0.62";"nM";"9.21";"";"230116";"UO_0000065";"21.34";"0.41";"8.20";"4.77";"0";"CHEMBL3705715";"Inhibition Assay: Inhibition assay using human trysin.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638962";"37";"BindingDB Patent Bioactivity Data";"";"2013";"None";"";"";""
"CHEMBL2370421";"";"None";"414.51";"0";"-0.19";"5f";"N=C(N)NCCC[C@@H](C=O)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1NCCc2ccccc21";"IC50";"'='";"23.0";"nM";"7.64";"";"";"UO_0000065";"18.43";"0.35";"7.83";"5.44";"0";"CHEMBL816975";"Inhibitory activity against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126581";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";"";""
"CHEMBL343805";"";"None";"479.60";"0";"0.07";"3m";"N=C(N)C1CCC[C@H](NC(=O)CN2CCCC[C@H](NS(=O)(=O)Cc3ccccc3)C2=O)C1O";"IC50";"'='";"74.5";"nM";"7.13";"";"";"UO_0000065";"14.86";"0.29";"7.06";"4.30";"0";"CHEMBL818176";"In vitro for inhibition of serine protease Trypsin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129392";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";""
"CHEMBL327402";"";"None";"384.34";"0";"0.87";"2";"CO[C@H]1[C@H](O)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C(=O)[C@@]1(C)O";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL813733";"Inhibitory activity against trypsin at 10e-5 M; NI = no inhibition";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126272";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";""
"CHEMBL115755";"";"None";"454.55";"0";"1.87";"17";"Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NCc1ccc(CN)cc1";"Selectivity ratio";"'='";"26.5";"";"";"";"";"";"";"";"";"";"0";"CHEMBL844562";"Ratio of inhibitory constant evaluated against trypsin to that of thrombin (Factor IIa)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136286";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL275957";"";"None";"647.16";"1";"3.17";"17 (+/-)";"Nc1cc(C2=NOC(CNS(=O)(=O)c3ccsc3)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cn3)C2)ccc1Cl";"Ki";"'>'";"8000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL878974";"Inhibitory activity against trypsin using human purified enzyme";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145764";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL157566";"";"None";"264.28";"0";"3.24";"3c";"O=c1ccc2ccc(/C=N/Nc3ccccc3)cc2o1";"Inhibition";"'='";"64.5";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL815272";"Compound was evaluated for in vitro inhibition of trypsin induced proteolysis at 1 mM concentration";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147420";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL269393";"";"None";"647.06";"1";"2.62";"15 (+/-)";"Nc1cc(C2=NOC(CNS(=O)(=O)CC(F)(F)F)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cn3)C2)ccc1Cl";"Ki";"'>'";"8000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL878974";"Inhibitory activity against trypsin using human purified enzyme";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145764";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL91905";"";"None";"628.58";"2";"1.52";"3";"COC1C(O[C@@H]2c3c(cc4c(c3O)C(=O)c3c(O)cccc3C4=O)C(=O)[C@@](C)(O)[C@H]2OC)OC(C)C(OC(C)=O)C1OC(C)=O";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL813733";"Inhibitory activity against trypsin at 10e-5 M; NI = no inhibition";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126272";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";""
"CHEMBL81590";"";"None";"530.55";"0";"-0.27";"2f";"N=C(N)N1CCC[C@H](NC(=O)CN2CCCC[C@](N)(Cc3ccccc3)C2=O)C1O.O=C(O)C(F)(F)F";"IC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"13.45";"0.26";"5.87";"3.77";"0";"CHEMBL818175";"The compound was tested in vitro for inhibitory activity against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153655";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";""
"CHEMBL1159958";"";"None";"243.31";"0";"2.91";"Lactone 19";"C=C1CC(c2ccc(NC(=N)N)cc2)CC(=C)O1";"ka";"'='";"91.4";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL817593";"Rate constant of acylation on trypsin was determined at 20 percent and at 98 minutes for maximum inhibition and no enzyme activity was recovered over the 2 h-time";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126229";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1992";"None";"";"";""
"CHEMBL175333";"";"None";"483.58";"1";"6.36";"11b";"N=C(N)c1ccc(Oc2ccc3c4ccccc4n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)cc1";"Ki";"'='";"250.0";"nM";"6.60";"";"";"UO_0000065";"13.65";"0.24";"0.24";"5.80";"0";"CHEMBL815755";"In vitro inhibition of bovine trypsin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133499";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";""
"CHEMBL3642922";"";"None";"467.46";"0";"0.42";"BDBM109649";"CC(Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2)o1)C(=O)N[C@@H](CS(=O)(=O)O)C(=O)O";"Ki";"'='";"2.0";"nM";"8.70";"";"230128";"UO_0000065";"18.61";"0.37";"8.28";"4.14";"0";"CHEMBL3705715";"Inhibition Assay: Inhibition assay using human trysin.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638962";"37";"BindingDB Patent Bioactivity Data";"";"2013";"None";"";"";""
"CHEMBL3642904";"";"None";"465.46";"0";"1.61";"BDBM109631";"CC(Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2F)s1)C(=O)N[C@H](CC(=O)O)C(=O)O";"Ki";"'='";"0.39";"nM";"9.41";"";"230159";"UO_0000065";"20.21";"0.40";"7.80";"5.23";"0";"CHEMBL3705715";"Inhibition Assay: Inhibition assay using human trysin.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638962";"37";"BindingDB Patent Bioactivity Data";"";"2013";"None";"";"";""
"CHEMBL3642973";"";"None";"499.48";"0";"2.72";"BDBM109700";"N=C(N)c1ccc(OC(=O)c2ccc(-c3ccc(C(=O)N[C@@H](CC(=O)O)C(=O)O)cc3)s2)c(F)c1";"Ki";"'='";"0.27";"nM";"9.57";"";"230194";"UO_0000065";"19.16";"0.37";"6.85";"5.32";"0";"CHEMBL3705715";"Inhibition Assay: Inhibition assay using human trysin.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638962";"37";"BindingDB Patent Bioactivity Data";"";"2013";"None";"";"";""
